fecha,ticker,nombre_empresa,sector,cierre,apertura,maximo,minimo,volumen,fecha_carga
2024-12-12,IAM,Maroc Telecom,Telecomunicaciones,124.36,123.43,124.53,122.43,321412,2026-05-09
2024-12-13,IAM,Maroc Telecom,Telecomunicaciones,124.97,124.1,126.84,123.81,241809,2026-05-09
2024-12-16,IAM,Maroc Telecom,Telecomunicaciones,123.08,122.19,123.6,122.08,326759,2026-05-09
2024-12-17,IAM,Maroc Telecom,Telecomunicaciones,124.43,124.78,126.66,123.39,92503,2026-05-09
2024-12-18,IAM,Maroc Telecom,Telecomunicaciones,127.6,126.79,128.12,125.28,264346,2026-05-09
2024-12-19,IAM,Maroc Telecom,Telecomunicaciones,129.18,128.78,129.67,128.86,432975,2026-05-09
2024-12-20,IAM,Maroc Telecom,Telecomunicaciones,126.83,127.84,126.92,124.97,95708,2026-05-09
2024-12-23,IAM,Maroc Telecom,Telecomunicaciones,126.09,126.02,127.28,123.89,201184,2026-05-09
2024-12-24,IAM,Maroc Telecom,Telecomunicaciones,128.01,128.44,129.46,127.73,112471,2026-05-09
2024-12-25,IAM,Maroc Telecom,Telecomunicaciones,126.92,126.09,127.09,126.81,264225,2026-05-09
2024-12-26,IAM,Maroc Telecom,Telecomunicaciones,127.6,126.81,129.58,127.25,167661,2026-05-09
2024-12-27,IAM,Maroc Telecom,Telecomunicaciones,128.78,127.6,129.95,128.29,171087,2026-05-09
2024-12-30,IAM,Maroc Telecom,Telecomunicaciones,127.35,126.51,128.69,126.47,170081,2026-05-09
2024-12-31,IAM,Maroc Telecom,Telecomunicaciones,127.26,126.7,128.38,126.12,355453,2026-05-09
2024-01-01,ATW,Attijariwafa Bank,Banca,547.87,547.24,558.74,537.28,393395,2026-05-09
2024-01-02,ATW,Attijariwafa Bank,Banca,552.75,552.15,560.17,545.72,439484,2026-05-09
2024-01-03,ATW,Attijariwafa Bank,Banca,558.99,561.5,562.53,556.0,493702,2026-05-09
2024-01-04,ATW,Attijariwafa Bank,Banca,564.66,559.19,574.59,562.63,241496,2026-05-09
2024-01-05,ATW,Attijariwafa Bank,Banca,562.47,560.68,565.38,554.74,177860,2026-05-09
2024-01-08,ATW,Attijariwafa Bank,Banca,562.79,566.38,568.91,560.52,216821,2026-05-09
2024-01-09,ATW,Attijariwafa Bank,Banca,552.85,553.99,559.88,552.49,202121,2026-05-09
2024-01-10,ATW,Attijariwafa Bank,Banca,552.25,550.45,554.69,550.67,334637,2026-05-09
2024-01-11,ATW,Attijariwafa Bank,Banca,560.1,564.64,571.06,550.22,46027,2026-05-09
2024-01-12,ATW,Attijariwafa Bank,Banca,555.65,558.68,563.96,552.76,365691,2026-05-09
2024-01-15,ATW,Attijariwafa Bank,Banca,562.48,559.84,568.76,554.83,183921,2026-05-09
2024-01-16,ATW,Attijariwafa Bank,Banca,563.09,564.73,565.12,562.96,372271,2026-05-09
2024-01-17,ATW,Attijariwafa Bank,Banca,553.73,554.79,554.33,548.03,158930,2026-05-09
2024-01-18,ATW,Attijariwafa Bank,Banca,546.38,545.3,549.88,536.79,225234,2026-05-09
2024-01-19,ATW,Attijariwafa Bank,Banca,552.4,550.93,560.72,549.36,89003,2026-05-09
2024-01-22,ATW,Attijariwafa Bank,Banca,556.07,554.33,559.07,548.54,193467,2026-05-09
2024-01-23,ATW,Attijariwafa Bank,Banca,556.74,558.04,562.75,556.71,49758,2026-05-09
2024-01-24,ATW,Attijariwafa Bank,Banca,554.91,554.27,562.99,554.69,326456,2026-05-09
2024-01-25,ATW,Attijariwafa Bank,Banca,556.32,560.01,557.52,552.49,340814,2026-05-09
2024-01-26,ATW,Attijariwafa Bank,Banca,562.19,564.1,569.9,552.41,92279,2026-05-09
2024-01-29,ATW,Attijariwafa Bank,Banca,572.15,567.23,573.2,568.57,25434,2026-05-09
2024-01-30,ATW,Attijariwafa Bank,Banca,582.61,584.24,593.86,572.04,205119,2026-05-09
2024-01-31,ATW,Attijariwafa Bank,Banca,585.21,582.53,590.93,573.85,450991,2026-05-09
2024-02-01,ATW,Attijariwafa Bank,Banca,584.0,585.08,585.76,581.93,347913,2026-05-09
2024-02-02,ATW,Attijariwafa Bank,Banca,585.03,587.14,589.04,575.78,255754,2026-05-09
2024-02-05,ATW,Attijariwafa Bank,Banca,588.69,585.52,593.56,581.38,338821,2026-05-09
2024-02-06,ATW,Attijariwafa Bank,Banca,592.35,591.84,601.33,592.04,93555,2026-05-09
2024-02-07,ATW,Attijariwafa Bank,Banca,601.65,597.92,610.6,593.67,138379,2026-05-09
2024-02-08,ATW,Attijariwafa Bank,Banca,616.93,611.41,624.48,608.25,226992,2026-05-09
2024-02-09,ATW,Attijariwafa Bank,Banca,615.41,613.91,616.71,614.4,249511,2026-05-09
2024-02-12,ATW,Attijariwafa Bank,Banca,631.33,629.6,633.24,620.1,186806,2026-05-09
2024-02-13,ATW,Attijariwafa Bank,Banca,640.21,646.55,641.41,637.13,373809,2026-05-09
2024-02-14,ATW,Attijariwafa Bank,Banca,639.43,638.74,646.81,639.28,491719,2026-05-09
2024-02-15,ATW,Attijariwafa Bank,Banca,650.93,648.76,662.35,649.65,443819,2026-05-09
2024-02-16,ATW,Attijariwafa Bank,Banca,664.1,665.17,669.86,659.47,479924,2026-05-09
2024-02-19,ATW,Attijariwafa Bank,Banca,660.43,655.0,662.55,651.37,485142,2026-05-09
2024-02-20,ATW,Attijariwafa Bank,Banca,674.16,680.38,681.68,664.11,78803,2026-05-09
2024-02-21,ATW,Attijariwafa Bank,Banca,682.86,684.7,693.95,680.39,442548,2026-05-09
2024-02-22,ATW,Attijariwafa Bank,Banca,702.27,705.85,712.69,700.58,363847,2026-05-09
2024-02-23,ATW,Attijariwafa Bank,Banca,698.69,694.09,711.01,692.06,293456,2026-05-09
2024-02-26,ATW,Attijariwafa Bank,Banca,695.73,694.47,699.6,685.22,234448,2026-05-09
2024-02-27,ATW,Attijariwafa Bank,Banca,678.81,677.76,681.44,666.77,487742,2026-05-09
2024-02-28,ATW,Attijariwafa Bank,Banca,683.46,687.86,695.49,670.98,185251,2026-05-09
2024-02-29,ATW,Attijariwafa Bank,Banca,686.54,679.69,695.57,682.68,212514,2026-05-09
2024-03-01,ATW,Attijariwafa Bank,Banca,681.9,679.18,686.14,673.99,255404,2026-05-09
2024-03-04,ATW,Attijariwafa Bank,Banca,681.23,687.79,691.34,679.94,127961,2026-05-09
2024-03-05,ATW,Attijariwafa Bank,Banca,670.51,670.17,681.44,667.02,312523,2026-05-09
2024-03-06,ATW,Attijariwafa Bank,Banca,680.16,678.56,688.53,669.16,27297,2026-05-09
2024-03-07,ATW,Attijariwafa Bank,Banca,676.16,671.02,685.46,670.94,274155,2026-05-09
2024-03-08,ATW,Attijariwafa Bank,Banca,701.26,707.91,706.52,693.34,130234,2026-05-09
2024-03-11,ATW,Attijariwafa Bank,Banca,699.79,693.07,707.33,693.87,54014,2026-05-09
2024-03-12,ATW,Attijariwafa Bank,Banca,693.41,696.7,700.68,689.78,253166,2026-05-09
2024-03-13,ATW,Attijariwafa Bank,Banca,689.98,693.69,701.68,687.31,414954,2026-05-09
2024-03-14,ATW,Attijariwafa Bank,Banca,678.29,674.81,689.68,676.17,366477,2026-05-09
2024-03-15,ATW,Attijariwafa Bank,Banca,682.21,684.55,693.57,672.03,188570,2026-05-09
2024-03-18,ATW,Attijariwafa Bank,Banca,678.77,673.24,678.92,665.62,268864,2026-05-09
2024-03-19,ATW,Attijariwafa Bank,Banca,687.99,684.65,698.3,684.4,283264,2026-05-09
2024-03-20,ATW,Attijariwafa Bank,Banca,685.72,689.67,696.12,673.46,411983,2026-05-09
2024-03-21,ATW,Attijariwafa Bank,Banca,697.11,702.19,706.57,687.56,294996,2026-05-09
2024-03-22,ATW,Attijariwafa Bank,Banca,703.45,704.98,714.09,689.43,351383,2026-05-09
2024-03-25,ATW,Attijariwafa Bank,Banca,703.69,703.79,715.54,699.21,404145,2026-05-09
2024-03-26,ATW,Attijariwafa Bank,Banca,717.03,712.14,723.77,705.09,218559,2026-05-09
2024-03-27,ATW,Attijariwafa Bank,Banca,725.23,718.89,732.51,720.23,101575,2026-05-09
2024-03-28,ATW,Attijariwafa Bank,Banca,750.87,745.13,752.74,750.75,105040,2026-05-09
2024-03-29,ATW,Attijariwafa Bank,Banca,747.18,743.11,752.94,733.32,158510,2026-05-09
2024-04-01,ATW,Attijariwafa Bank,Banca,747.87,745.5,757.49,734.07,189587,2026-05-09
2024-04-02,ATW,Attijariwafa Bank,Banca,761.94,760.13,773.83,751.89,15744,2026-05-09
2024-04-03,ATW,Attijariwafa Bank,Banca,747.83,745.53,751.08,745.83,224892,2026-05-09
2024-04-04,ATW,Attijariwafa Bank,Banca,759.65,755.69,761.74,747.73,445633,2026-05-09
2024-04-05,ATW,Attijariwafa Bank,Banca,763.65,763.8,773.78,753.88,410285,2026-05-09
2024-04-08,ATW,Attijariwafa Bank,Banca,755.51,760.43,755.54,741.43,314503,2026-05-09
2024-04-09,ATW,Attijariwafa Bank,Banca,743.16,739.89,745.81,739.64,160871,2026-05-09
2024-04-10,ATW,Attijariwafa Bank,Banca,737.16,743.68,737.59,728.44,370890,2026-05-09
2024-04-11,ATW,Attijariwafa Bank,Banca,716.95,722.3,719.34,713.5,234834,2026-05-09
2024-04-12,ATW,Attijariwafa Bank,Banca,712.74,707.92,715.32,711.37,130906,2026-05-09
2024-04-15,ATW,Attijariwafa Bank,Banca,718.06,722.17,723.63,707.04,211260,2026-05-09
2024-04-16,ATW,Attijariwafa Bank,Banca,713.96,715.03,719.7,711.21,230931,2026-05-09
2024-04-17,ATW,Attijariwafa Bank,Banca,725.85,726.82,738.54,712.19,263593,2026-05-09
2024-04-18,ATW,Attijariwafa Bank,Banca,740.31,738.7,747.86,738.81,248746,2026-05-09
2024-04-19,ATW,Attijariwafa Bank,Banca,751.64,751.66,762.51,746.39,17597,2026-05-09
2024-04-22,ATW,Attijariwafa Bank,Banca,753.72,752.17,755.29,751.82,319237,2026-05-09
2024-04-23,ATW,Attijariwafa Bank,Banca,732.7,733.28,736.0,718.05,440442,2026-05-09
2024-04-24,ATW,Attijariwafa Bank,Banca,726.51,728.37,736.72,714.44,213199,2026-05-09
2024-04-25,ATW,Attijariwafa Bank,Banca,725.27,727.8,726.04,716.42,386794,2026-05-09
2024-04-26,ATW,Attijariwafa Bank,Banca,717.49,717.96,724.47,708.59,494585,2026-05-09
2024-04-29,ATW,Attijariwafa Bank,Banca,716.29,719.46,724.88,705.21,218434,2026-05-09
2024-04-30,ATW,Attijariwafa Bank,Banca,730.13,724.89,738.92,721.1,167489,2026-05-09
2024-05-01,ATW,Attijariwafa Bank,Banca,715.71,711.59,716.04,703.24,421909,2026-05-09
2024-05-02,ATW,Attijariwafa Bank,Banca,731.27,735.93,735.98,722.68,482890,2026-05-09
2024-05-03,ATW,Attijariwafa Bank,Banca,739.03,736.41,748.44,736.11,393100,2026-05-09
2024-05-06,ATW,Attijariwafa Bank,Banca,741.41,734.34,743.62,733.69,125598,2026-05-09
2024-05-07,ATW,Attijariwafa Bank,Banca,735.06,729.97,745.28,720.62,260100,2026-05-09
2024-05-08,ATW,Attijariwafa Bank,Banca,727.35,723.33,738.2,718.93,268589,2026-05-09
2024-05-09,ATW,Attijariwafa Bank,Banca,713.16,719.68,727.17,699.28,194233,2026-05-09
2024-05-10,ATW,Attijariwafa Bank,Banca,727.85,728.91,730.9,727.36,262388,2026-05-09
2024-05-13,ATW,Attijariwafa Bank,Banca,741.28,747.7,753.51,728.34,143241,2026-05-09
2024-05-14,ATW,Attijariwafa Bank,Banca,728.77,729.87,736.35,724.51,225164,2026-05-09
2024-05-15,ATW,Attijariwafa Bank,Banca,723.94,723.64,729.35,723.55,163124,2026-05-09
2024-05-16,ATW,Attijariwafa Bank,Banca,727.7,724.99,729.48,725.17,475065,2026-05-09
2024-05-17,ATW,Attijariwafa Bank,Banca,725.09,726.63,735.76,720.73,214923,2026-05-09
2024-05-20,ATW,Attijariwafa Bank,Banca,708.39,703.28,711.73,706.12,18036,2026-05-09
2024-05-21,ATW,Attijariwafa Bank,Banca,702.8,708.4,708.02,702.54,41778,2026-05-09
2024-05-22,ATW,Attijariwafa Bank,Banca,719.25,723.99,720.15,713.8,430950,2026-05-09
2024-05-23,ATW,Attijariwafa Bank,Banca,714.16,711.55,725.61,707.86,164245,2026-05-09
2024-05-24,ATW,Attijariwafa Bank,Banca,712.76,719.21,723.69,707.46,171475,2026-05-09
2024-05-27,ATW,Attijariwafa Bank,Banca,702.97,707.54,713.28,696.4,469537,2026-05-09
2024-05-28,ATW,Attijariwafa Bank,Banca,707.93,710.28,712.17,702.76,212747,2026-05-09
2024-05-29,ATW,Attijariwafa Bank,Banca,708.9,703.54,711.36,701.1,409560,2026-05-09
2024-05-30,ATW,Attijariwafa Bank,Banca,702.59,702.28,711.55,691.61,28800,2026-05-09
2024-05-31,ATW,Attijariwafa Bank,Banca,691.59,691.67,698.45,679.42,297516,2026-05-09
2024-06-03,ATW,Attijariwafa Bank,Banca,703.25,699.49,705.76,690.15,333660,2026-05-09
2024-06-04,ATW,Attijariwafa Bank,Banca,689.7,683.91,699.16,679.54,292682,2026-05-09
2024-06-05,ATW,Attijariwafa Bank,Banca,693.87,697.71,707.62,680.63,336062,2026-05-09
2024-06-06,ATW,Attijariwafa Bank,Banca,675.93,670.82,686.03,670.08,418189,2026-05-09
2024-06-07,ATW,Attijariwafa Bank,Banca,681.67,682.96,691.76,671.91,343299,2026-05-09
2024-06-10,ATW,Attijariwafa Bank,Banca,689.61,695.63,702.72,687.19,241312,2026-05-09
2024-06-11,ATW,Attijariwafa Bank,Banca,698.67,703.93,701.51,685.73,69500,2026-05-09
2024-06-12,ATW,Attijariwafa Bank,Banca,697.32,694.22,705.21,686.53,177647,2026-05-09
2024-06-13,ATW,Attijariwafa Bank,Banca,710.57,715.56,724.49,706.74,246527,2026-05-09
2024-06-14,ATW,Attijariwafa Bank,Banca,730.25,722.95,732.66,724.39,445477,2026-05-09
2024-06-17,ATW,Attijariwafa Bank,Banca,727.43,720.41,737.62,713.82,120659,2026-05-09
2024-06-18,ATW,Attijariwafa Bank,Banca,723.49,724.97,731.97,721.71,37716,2026-05-09
2024-06-19,ATW,Attijariwafa Bank,Banca,724.79,722.83,733.29,723.01,406452,2026-05-09
2024-06-20,ATW,Attijariwafa Bank,Banca,720.63,718.99,730.69,710.98,419064,2026-05-09
2024-06-21,ATW,Attijariwafa Bank,Banca,715.24,716.16,728.54,705.8,12352,2026-05-09
2024-06-24,ATW,Attijariwafa Bank,Banca,710.63,706.25,721.75,710.47,143004,2026-05-09
2024-06-25,ATW,Attijariwafa Bank,Banca,725.26,721.08,726.07,719.84,348593,2026-05-09
2024-06-26,ATW,Attijariwafa Bank,Banca,731.98,731.75,744.46,725.12,18556,2026-05-09
2024-06-27,ATW,Attijariwafa Bank,Banca,727.76,731.46,731.04,725.4,271973,2026-05-09
2024-06-28,ATW,Attijariwafa Bank,Banca,706.32,708.01,711.64,696.22,358980,2026-05-09
2024-07-01,ATW,Attijariwafa Bank,Banca,693.23,690.42,699.63,685.32,146570,2026-05-09
2024-07-02,ATW,Attijariwafa Bank,Banca,697.41,696.44,704.12,687.2,217190,2026-05-09
2024-07-03,ATW,Attijariwafa Bank,Banca,679.66,675.18,685.58,676.79,60098,2026-05-09
2024-07-04,ATW,Attijariwafa Bank,Banca,682.05,676.25,694.84,676.23,467602,2026-05-09
2024-07-05,ATW,Attijariwafa Bank,Banca,673.33,677.14,682.84,668.74,384313,2026-05-09
2024-07-08,ATW,Attijariwafa Bank,Banca,674.07,670.91,682.58,663.99,150641,2026-05-09
2024-07-09,ATW,Attijariwafa Bank,Banca,674.58,670.23,675.25,664.06,257199,2026-05-09
2024-07-10,ATW,Attijariwafa Bank,Banca,675.56,678.15,687.77,668.65,136060,2026-05-09
2024-07-11,ATW,Attijariwafa Bank,Banca,672.36,673.95,684.59,668.83,197954,2026-05-09
2024-07-12,ATW,Attijariwafa Bank,Banca,668.92,670.7,679.36,662.57,211465,2026-05-09
2024-07-15,ATW,Attijariwafa Bank,Banca,663.13,659.53,663.22,650.3,140544,2026-05-09
2024-07-16,ATW,Attijariwafa Bank,Banca,666.98,663.41,667.74,665.23,10340,2026-05-09
2024-07-17,ATW,Attijariwafa Bank,Banca,673.43,669.67,676.46,660.83,185021,2026-05-09
2024-07-18,ATW,Attijariwafa Bank,Banca,663.57,659.24,665.31,662.98,92302,2026-05-09
2024-07-19,ATW,Attijariwafa Bank,Banca,663.16,665.23,668.45,650.23,465659,2026-05-09
2024-07-22,ATW,Attijariwafa Bank,Banca,664.73,669.36,677.0,660.67,232740,2026-05-09
2024-07-23,ATW,Attijariwafa Bank,Banca,666.19,669.18,672.48,653.96,477243,2026-05-09
2024-07-24,ATW,Attijariwafa Bank,Banca,667.53,671.43,667.71,666.34,10138,2026-05-09
2024-07-25,ATW,Attijariwafa Bank,Banca,664.31,663.05,668.07,657.19,403574,2026-05-09
2024-07-26,ATW,Attijariwafa Bank,Banca,666.53,668.58,667.12,655.03,129619,2026-05-09
2024-07-29,ATW,Attijariwafa Bank,Banca,671.47,669.51,671.96,662.62,478466,2026-05-09
2024-07-30,ATW,Attijariwafa Bank,Banca,672.61,672.95,676.32,661.38,357520,2026-05-09
2024-07-31,ATW,Attijariwafa Bank,Banca,676.69,676.44,680.42,665.46,109931,2026-05-09
2024-08-01,ATW,Attijariwafa Bank,Banca,684.74,680.32,695.52,684.03,433870,2026-05-09
2024-08-02,ATW,Attijariwafa Bank,Banca,669.53,668.02,682.58,662.1,166951,2026-05-09
2024-08-05,ATW,Attijariwafa Bank,Banca,677.11,683.39,682.14,674.25,353676,2026-05-09
2024-08-06,ATW,Attijariwafa Bank,Banca,679.89,676.47,685.72,674.99,327922,2026-05-09
2024-08-07,ATW,Attijariwafa Bank,Banca,670.82,665.91,682.15,666.48,47772,2026-05-09
2024-08-08,ATW,Attijariwafa Bank,Banca,677.28,676.18,680.91,665.52,68478,2026-05-09
2024-08-09,ATW,Attijariwafa Bank,Banca,674.04,677.95,676.15,663.72,467569,2026-05-09
2024-08-12,ATW,Attijariwafa Bank,Banca,671.92,673.02,683.38,669.05,36762,2026-05-09
2024-08-13,ATW,Attijariwafa Bank,Banca,667.83,670.25,668.45,667.44,154355,2026-05-09
2024-08-14,ATW,Attijariwafa Bank,Banca,670.25,666.09,678.56,660.37,204994,2026-05-09
2024-08-15,ATW,Attijariwafa Bank,Banca,663.94,665.52,671.4,654.27,180492,2026-05-09
2024-08-16,ATW,Attijariwafa Bank,Banca,671.12,668.75,675.76,664.05,327712,2026-05-09
2024-08-19,ATW,Attijariwafa Bank,Banca,670.0,674.48,674.22,669.78,357234,2026-05-09
2024-08-20,ATW,Attijariwafa Bank,Banca,667.07,668.8,677.37,657.32,292363,2026-05-09
2024-08-21,ATW,Attijariwafa Bank,Banca,673.1,669.05,674.26,665.12,329313,2026-05-09
2024-08-22,ATW,Attijariwafa Bank,Banca,670.52,664.68,673.7,669.06,84965,2026-05-09
2024-08-23,ATW,Attijariwafa Bank,Banca,678.15,671.95,688.08,664.63,187912,2026-05-09
2024-08-26,ATW,Attijariwafa Bank,Banca,686.12,684.36,693.64,672.94,185767,2026-05-09
2024-08-27,ATW,Attijariwafa Bank,Banca,675.13,671.97,676.86,669.78,246281,2026-05-09
2024-08-28,ATW,Attijariwafa Bank,Banca,684.12,686.12,696.19,682.85,94754,2026-05-09
2024-08-29,ATW,Attijariwafa Bank,Banca,672.11,672.1,677.4,661.88,87988,2026-05-09
2024-08-30,ATW,Attijariwafa Bank,Banca,681.56,678.37,692.84,674.33,461558,2026-05-09
2024-09-02,ATW,Attijariwafa Bank,Banca,698.15,693.25,709.15,690.48,160023,2026-05-09
2024-09-03,ATW,Attijariwafa Bank,Banca,705.48,700.22,714.29,698.04,142379,2026-05-09
2024-09-04,ATW,Attijariwafa Bank,Banca,687.22,692.23,694.02,682.03,90388,2026-05-09
2024-09-05,ATW,Attijariwafa Bank,Banca,695.99,692.42,709.63,688.61,362912,2026-05-09
2024-09-06,ATW,Attijariwafa Bank,Banca,714.75,716.92,716.82,706.85,307572,2026-05-09
2024-09-09,ATW,Attijariwafa Bank,Banca,712.15,716.58,722.48,704.66,249779,2026-05-09
2024-09-10,ATW,Attijariwafa Bank,Banca,711.86,713.48,714.58,706.04,364165,2026-05-09
2024-09-11,ATW,Attijariwafa Bank,Banca,701.7,706.75,706.45,695.2,390562,2026-05-09
2024-09-12,ATW,Attijariwafa Bank,Banca,704.33,702.81,708.68,702.28,216846,2026-05-09
2024-09-13,ATW,Attijariwafa Bank,Banca,715.06,721.58,728.6,701.47,180047,2026-05-09
2024-09-16,ATW,Attijariwafa Bank,Banca,721.05,715.76,735.0,718.65,142212,2026-05-09
2024-09-17,ATW,Attijariwafa Bank,Banca,748.23,742.28,750.97,745.89,428058,2026-05-09
2024-09-18,ATW,Attijariwafa Bank,Banca,748.53,750.91,748.86,737.82,298565,2026-05-09
2024-09-19,ATW,Attijariwafa Bank,Banca,733.88,740.38,744.45,726.0,273852,2026-05-09
2024-09-20,ATW,Attijariwafa Bank,Banca,735.39,739.93,741.54,727.13,406846,2026-05-09
2024-09-23,ATW,Attijariwafa Bank,Banca,714.06,708.01,715.33,702.9,422811,2026-05-09
2024-09-24,ATW,Attijariwafa Bank,Banca,709.49,706.36,719.19,700.93,86021,2026-05-09
2024-09-25,ATW,Attijariwafa Bank,Banca,723.32,729.55,731.21,709.5,169380,2026-05-09
2024-09-26,ATW,Attijariwafa Bank,Banca,726.15,722.56,740.39,715.66,54789,2026-05-09
2024-09-27,ATW,Attijariwafa Bank,Banca,727.71,731.8,731.02,725.04,458906,2026-05-09
2024-09-30,ATW,Attijariwafa Bank,Banca,743.61,748.45,749.62,732.97,36086,2026-05-09
2024-10-01,ATW,Attijariwafa Bank,Banca,741.19,741.12,749.23,738.5,289003,2026-05-09
2024-10-02,ATW,Attijariwafa Bank,Banca,752.42,750.71,764.33,745.37,17684,2026-05-09
2024-10-03,ATW,Attijariwafa Bank,Banca,753.59,752.84,761.86,751.78,101088,2026-05-09
2024-10-04,ATW,Attijariwafa Bank,Banca,757.02,752.89,766.3,750.58,404423,2026-05-09
2024-10-07,ATW,Attijariwafa Bank,Banca,745.96,751.77,749.33,731.48,56099,2026-05-09
2024-10-08,ATW,Attijariwafa Bank,Banca,741.65,740.92,754.21,736.84,470712,2026-05-09
2024-10-09,ATW,Attijariwafa Bank,Banca,729.21,734.79,735.46,715.28,76093,2026-05-09
2024-10-10,ATW,Attijariwafa Bank,Banca,728.38,722.64,730.43,720.38,170761,2026-05-09
2024-10-11,ATW,Attijariwafa Bank,Banca,731.79,738.94,741.51,730.76,320795,2026-05-09
2024-10-14,ATW,Attijariwafa Bank,Banca,722.04,721.22,725.16,709.98,23893,2026-05-09
2024-10-15,ATW,Attijariwafa Bank,Banca,739.8,733.11,741.24,730.77,76418,2026-05-09
2024-10-16,ATW,Attijariwafa Bank,Banca,742.27,735.41,755.07,738.26,135074,2026-05-09
2024-10-17,ATW,Attijariwafa Bank,Banca,742.78,746.44,749.62,741.03,375209,2026-05-09
2024-10-18,ATW,Attijariwafa Bank,Banca,749.64,752.02,760.87,744.71,140351,2026-05-09
2024-10-21,ATW,Attijariwafa Bank,Banca,742.18,746.66,746.49,731.17,201083,2026-05-09
2024-10-22,ATW,Attijariwafa Bank,Banca,743.64,737.77,755.34,738.8,48635,2026-05-09
2024-10-23,ATW,Attijariwafa Bank,Banca,737.24,730.39,738.89,726.87,459331,2026-05-09
2024-10-24,ATW,Attijariwafa Bank,Banca,751.03,751.16,756.38,746.8,105071,2026-05-09
2024-10-25,ATW,Attijariwafa Bank,Banca,741.49,739.82,755.99,740.81,481621,2026-05-09
2024-10-28,ATW,Attijariwafa Bank,Banca,742.05,741.49,753.83,737.92,475918,2026-05-09
2024-10-29,ATW,Attijariwafa Bank,Banca,744.99,752.31,752.4,742.95,350662,2026-05-09
2024-10-30,ATW,Attijariwafa Bank,Banca,748.52,755.57,753.61,733.58,378377,2026-05-09
2024-10-31,ATW,Attijariwafa Bank,Banca,743.3,749.88,756.27,739.1,375795,2026-05-09
2024-11-01,ATW,Attijariwafa Bank,Banca,735.31,739.48,743.32,732.8,82805,2026-05-09
2024-11-04,ATW,Attijariwafa Bank,Banca,730.31,728.19,741.39,716.3,462170,2026-05-09
2024-11-05,ATW,Attijariwafa Bank,Banca,734.94,733.65,746.02,733.05,431280,2026-05-09
2024-11-06,ATW,Attijariwafa Bank,Banca,733.67,734.4,733.93,722.76,394957,2026-05-09
2024-11-07,ATW,Attijariwafa Bank,Banca,740.68,745.58,742.55,735.72,351207,2026-05-09
2024-11-08,ATW,Attijariwafa Bank,Banca,744.92,738.49,754.75,741.95,274598,2026-05-09
2024-11-11,ATW,Attijariwafa Bank,Banca,724.56,723.46,726.9,719.67,293022,2026-05-09
2024-11-12,ATW,Attijariwafa Bank,Banca,726.72,720.65,730.43,713.53,192170,2026-05-09
2024-11-13,ATW,Attijariwafa Bank,Banca,746.34,746.56,760.47,740.31,203226,2026-05-09
2024-11-14,ATW,Attijariwafa Bank,Banca,758.21,764.26,766.7,751.38,154063,2026-05-09
2024-11-15,ATW,Attijariwafa Bank,Banca,762.05,766.36,773.49,760.53,78344,2026-05-09
2024-11-18,ATW,Attijariwafa Bank,Banca,752.36,748.26,760.76,743.4,377090,2026-05-09
2024-11-19,ATW,Attijariwafa Bank,Banca,756.67,763.87,765.03,746.4,46593,2026-05-09
2024-11-20,ATW,Attijariwafa Bank,Banca,763.39,765.95,764.83,759.57,46304,2026-05-09
2024-11-21,ATW,Attijariwafa Bank,Banca,761.07,753.62,766.3,752.13,433602,2026-05-09
2024-11-22,ATW,Attijariwafa Bank,Banca,763.96,760.22,768.28,758.55,196292,2026-05-09
2024-11-25,ATW,Attijariwafa Bank,Banca,777.8,774.08,783.88,772.3,123613,2026-05-09
2024-11-26,ATW,Attijariwafa Bank,Banca,769.8,763.17,782.09,768.08,210410,2026-05-09
2024-11-27,ATW,Attijariwafa Bank,Banca,760.02,767.01,765.67,753.92,497505,2026-05-09
2024-11-28,ATW,Attijariwafa Bank,Banca,766.34,766.01,773.26,758.71,424299,2026-05-09
2024-11-29,ATW,Attijariwafa Bank,Banca,770.55,776.65,776.67,757.28,28354,2026-05-09
2024-12-02,ATW,Attijariwafa Bank,Banca,780.06,777.29,781.52,766.26,294334,2026-05-09
2024-12-03,ATW,Attijariwafa Bank,Banca,785.39,779.5,792.32,772.11,16142,2026-05-09
2024-12-04,ATW,Attijariwafa Bank,Banca,780.04,779.64,783.09,767.12,431614,2026-05-09
2024-12-05,ATW,Attijariwafa Bank,Banca,784.09,778.04,787.02,778.41,193043,2026-05-09
2024-12-06,ATW,Attijariwafa Bank,Banca,773.34,773.12,774.79,769.33,314006,2026-05-09
2024-12-09,ATW,Attijariwafa Bank,Banca,771.02,777.5,776.52,763.77,194482,2026-05-09
2024-12-10,ATW,Attijariwafa Bank,Banca,775.67,775.99,787.42,773.02,160575,2026-05-09
2024-12-11,ATW,Attijariwafa Bank,Banca,772.32,774.12,776.59,772.19,135438,2026-05-09
2024-12-12,ATW,Attijariwafa Bank,Banca,795.19,789.73,800.16,792.33,58456,2026-05-09
2024-12-13,ATW,Attijariwafa Bank,Banca,777.13,770.04,787.12,772.39,110167,2026-05-09
2024-12-16,ATW,Attijariwafa Bank,Banca,772.03,766.02,775.05,764.81,354179,2026-05-09
2024-12-17,ATW,Attijariwafa Bank,Banca,763.34,764.84,777.03,754.93,280160,2026-05-09
2024-12-18,ATW,Attijariwafa Bank,Banca,756.92,750.79,764.79,743.06,274528,2026-05-09
